sofifa_id,long_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,skill_moves,work_rate,body_type,player_tags,team_position
165580,Diego Alves Carreira,29,188,83,Brazil,Valencia CF,81,81,0,0,Left,1,Medium/Medium,Normal,,GK
166706,Martin Škrtel,29,191,81,Slovakia,Liverpool,81,81,0,0,Right,2,Medium/High,Normal,,SUB
167943,Yohan Cabaye,28,175,72,France,Paris Saint-Germain,81,81,0,0,Right,3,Medium/Medium,Normal,,SUB
177326,Mathieu Valbuena,29,167,58,France,Dinamo Moscow,81,81,0,0,Right,4,High/Medium,Normal,#Acrobat,CAM
178372,Branislav Ivanović,30,185,91,Serbia,Chelsea,81,81,0,0,Right,2,High/Medium,Normal,,RB
182629,António Alberto Bastos Pimparel,32,182,81,Portugal,Sevilla FC,81,81,0,0,Right,1,Medium/Medium,Normal,,GK
207664,Carlos Arturo Bacca Ahumada,27,181,77,Colombia,Sevilla FC,81,81,0,0,Right,2,High/Medium,Stocky,,ST
190813,Stephan El Shaarawy,21,178,72,Italy,Milan,80,87,0,0,Right,4,High/High,Lean,,SUB
189513,Daniel Parejo Muñoz,25,180,75,Spain,Valencia CF,80,86,0,0,Right,3,Medium/Medium,Lean,#Playmaker  ,RCM
190531,Eliaquim Mangala,23,187,84,France,Manchester City,80,86,0,0,Left,2,High/High,Normal,#Strength,SUB
192505,Romelu Lukaku,21,190,94,Belgium,Everton,80,86,0,0,Left,3,High/Medium,Stocky,#Strength,ST
198329,Rodrigo Moreno Machado,23,180,70,Spain,Valencia CF,80,86,0,0,Left,4,High/Medium,Lean,,RW
199556,Marco Verratti,21,165,60,Italy,Paris Saint-Germain,80,86,0,0,Right,3,Medium/Medium,Normal,#Acrobat,RCM
202652,Raheem Sterling,19,170,69,England,Liverpool,80,86,0,0,Right,4,High/Medium,Lean,#Speedster,SUB
204525,Íñigo Martínez Berridi,23,181,77,Spain,Real Sociedad,80,86,0,0,Left,2,Medium/Medium,Normal,,LCB
205525,Bernard  Anício Caldeira Duarte,21,164,57,Brazil,Shakhtar Donetsk,80,86,0,0,Right,4,High/Medium,Lean,"#Speedster, #Acrobat",SUB
177413,Axel  Witsel,25,186,73,Belgium,Zenit St. Petersburg,80,85,0,0,Right,4,Medium/Medium,Normal,#Acrobat,RDM
178562,Éver Maximiliano David Banega,26,174,71,Argentina,Sevilla FC,80,85,0,0,Right,4,Medium/Medium,Normal,#Playmaker  ,SUB
184111,Christian Benteke Liolo,23,190,83,Belgium,Aston Villa,80,85,0,0,Right,3,Medium/Medium,Normal,#Strength,SUB
187961,José Paulo Bezzera Maciel Júnior,25,181,77,Brazil,Tottenham Hotspur,80,85,0,0,Right,3,Medium/Medium,Normal,,SUB
189354,Markel Susaeta Laskurain,26,179,68,Spain,Athletic Club de Bilbao,80,85,0,0,Right,3,High/Medium,Lean,,RW
189575,Iker Muniaín Goñi,21,169,63,Spain,Athletic Club de Bilbao,80,85,0,0,Right,4,High/Medium,Normal,"#Dribbler, #Acrobat",LW
192387,Ciro Immobile,24,181,85,Italy,Borussia Dortmund,80,85,0,0,Right,3,High/Medium,Normal,,ST
193348,Xherdan Shaqiri,22,169,72,Switzerland,FC Bayern München,80,85,0,0,Left,4,High/Medium,Stocky,"#Dribbler, #Acrobat",SUB
202166,Julian Draxler,20,187,75,Germany,FC Schalke 04,80,85,0,0,Right,4,Medium/Medium,Lean,#Dribbler,CAM
177358,Morgan Schneiderlin,24,181,75,France,Southampton,80,84,0,0,Right,2,Medium/High,Normal,,CDM
178005,Rui Pedro dos Santos Patrício,26,190,85,Portugal,Sporting CP,80,84,0,0,Left,1,Medium/Medium,Normal,,GK
188943,Kevin Trapp,23,189,83,Germany,Eintracht Frankfurt,80,84,0,0,Right,1,Medium/Medium,Normal,,GK
190483,Douglas Costa de Souza,23,170,73,Brazil,Shakhtar Donetsk,80,84,0,0,Left,5,Medium/Medium,Lean,#Dribbler,RAM
192366,Nicolás Hernán Otamendi,26,183,75,Argentina,Valencia CF,80,84,0,0,Right,2,Medium/Medium,Normal,,LCB
192620,Holger Badstuber,25,190,84,Germany,FC Bayern München,80,84,0,0,Left,2,Medium/Medium,Normal,,SUB
193116,Maxime Gonalons,25,187,76,France,Olympique Lyonnais,80,84,0,0,Right,2,Medium/High,Lean,,CDM
193352,Ricardo Rodriguez,21,180,77,Switzerland,VfL Wolfsburg,80,84,0,0,Left,3,High/Medium,Normal,#Crosser,LB
199835,Chinenye Emenike,27,182,90,Nigeria,Fenerbahçe SK,80,84,0,0,Right,3,High/Low,Stocky,#Strength,RM
177644,Francisco Casilla Cortés,27,191,84,Spain,RCD Espanyol,80,83,0,0,Right,1,Medium/Medium,Normal,,GK
177934,Sidney Sam,26,174,68,Germany,FC Schalke 04,80,83,0,0,Left,4,Medium/Medium,Lean,#Speedster,RM
185020,José María Callejón Bueno,27,178,73,Spain,Napoli,80,83,0,0,Right,3,High/Medium,Lean,,RAM
186153,Wojciech  Szczęsny,24,196,84,Poland,Arsenal,80,83,0,0,Right,1,Medium/Medium,Lean,,GK
187607,Artem Dzyuba,25,194,91,Russia,Spartak Moscow,80,83,0,0,Right,3,High/Medium,Normal,"#Aerial Threat, #Strength",ST
189250,José Salomón Rondón Giménez,24,189,85,Venezuela,Zenit St. Petersburg,80,83,0,0,Right,4,High/Medium,Stocky,#Strength,ST
162240,Moussa Sidi Yaya Dembélé,26,185,82,Belgium,Tottenham Hotspur,80,82,0,0,Left,4,Medium/Medium,Normal,,LDM
167431,Gonzalo Castro Randon,27,172,73,Germany,Bayer 04 Leverkusen,80,82,0,0,Right,3,Medium/Medium,Normal,,LDM
173909,Kevin-Prince Boateng,27,186,86,Ghana,FC Schalke 04,80,82,0,0,Right,4,High/Medium,Normal,,RDM
177600,Beñat Etxebarria Urkiaga,27,175,72,Spain,Athletic Club de Bilbao,80,82,0,0,Right,2,Medium/Medium,Normal,"#Distance Shooter, #FK Specialist",CM
178393,Alessio Cerci,26,178,73,Italy,Atlético Madrid,80,82,0,0,Left,4,Medium/Low,Normal,,SUB
179527,Loïc Rémy,27,184,76,France,Chelsea,80,82,0,0,Right,4,Medium/Medium,Lean,#Speedster,SUB
195086,Dejan Lovren,24,188,84,Croatia,Liverpool,80,82,0,0,Right,2,High/High,Normal,#Strength,RCB
199434,Dušan Tadić,25,181,76,Serbia,Southampton,80,82,0,0,Left,4,Medium/Medium,Normal,,LM
172175,Kevin Mirallas,26,178,70,Belgium,Everton,80,81,0,0,Right,4,High/Medium,Normal,,LM
179645,Simon Thorup Kjær,25,190,82,Denmark,LOSC Lille,80,81,0,0,Right,2,Low/Medium,Normal,,RCB
186953,Onur Recep Kıvrak,26,187,74,Turkey,Trabzonspor,80,81,0,0,Right,1,Medium/Medium,Normal,,GK
1238,Francesco Totti,37,180,82,Italy,Roma,80,80,0,0,Right,3,Medium/Medium,Normal,,CF
4098,Tiago Cardoso Mendes,33,183,71,Portugal,Atlético Madrid,80,80,0,0,Right,4,Medium/Medium,Lean,,LCM
6826,Gareth Barry,33,183,79,England,Everton,80,80,0,0,Left,2,Medium/High,Normal,,LDM
7631,Antonio Cassano,31,175,73,Italy,Parma,80,80,0,0,Right,3,Medium/Low,Stocky,"#Dribbler, #Crosser",CF
8473,Tomáš  Rosický,33,178,65,Czech Republic,Arsenal,80,80,0,0,Right,3,High/High,Lean,,SUB
20775,Ricardo Andrade Quaresma Bernardo,30,175,74,Portugal,FC Porto,80,80,0,0,Right,5,Medium/Low,Normal,#Dribbler,SUB
28130,Ronaldo de Assis Moreira,34,182,80,Brazil,Querétaro,80,80,0,0,Right,5,Medium/Low,Normal,"#Dribbler, #FK Specialist",CAM
45119,Mikel Arteta Amatriain,32,175,64,Spain,Arsenal,80,80,0,0,Right,3,Medium/Medium,Normal,,SUB
50542,Jermain  Defoe,31,170,70,England,Toronto FC,80,80,0,0,Right,3,Medium/Medium,Lean,#Clinical Finisher,SUB
52091,Patrice Evra,33,173,76,France,Juventus,80,80,0,0,Left,3,High/Medium,Normal,,LM
53050,Emmanuel Adebayor,30,191,82,Togo,Tottenham Hotspur,80,80,0,0,Right,4,Medium/Low,Lean,,ST
106213,Andoni Iraola Sagarna,32,182,74,Spain,Athletic Club de Bilbao,80,80,0,0,Right,3,High/Medium,Lean,#Crosser,RB
106231,Aritz Aduriz Zubeldia,33,182,78,Spain,Athletic Club de Bilbao,80,80,0,0,Right,3,Medium/High,Normal,#Aerial Threat,ST
112316,Jérémy Mathieu,30,192,82,France,FC Barcelona,80,80,0,0,Left,2,High/Medium,Normal,#Strength,LCB
113422,David Villa Sánchez,32,175,69,Spain,Melbourne City FC,80,80,0,0,Right,4,High/Medium,Normal,,LW
115533,Diego Orlando Benaglio,30,194,89,Switzerland,VfL Wolfsburg,80,80,0,0,Right,1,Medium/Medium,Normal,,GK
138110,Bruno Eduardo Regufe Alves,32,187,83,Portugal,Fenerbahçe SK,80,80,0,0,Right,2,Medium/High,Lean,,LCB
139968,Vincent Enyeama,31,182,87,Nigeria,LOSC Lille,80,80,0,0,Right,1,Medium/Medium,Normal,,GK
140233,Francisco Guillermo Ochoa Magaña,28,185,78,Mexico,Málaga CF,80,80,0,0,Right,1,Medium/Medium,Lean,,SUB
144622,Raffael Caetano de Araújo,29,174,69,Brazil,Borussia Mönchengladbach,80,80,0,0,Right,4,Medium/Medium,Lean,#Dribbler,LS
147782,Igor Denisov,30,176,70,Russia,Dinamo Moscow,80,80,0,0,Right,3,Medium/High,Normal,,RDM
150656,Rio Antonio Zoba Mavuba,30,172,74,France,LOSC Lille,80,80,0,0,Right,2,Medium/High,Lean,#Tactician ,CDM
152554,Gaël Clichy,28,176,65,France,Manchester City,80,80,0,0,Left,2,High/Medium,Lean,,LB
157481,Raúl Albiol Tortajada,28,190,82,Spain,Napoli,80,80,0,0,Right,2,Medium/Medium,Lean,,RCB
157503,Alexandre Dimitri Song-Billong,26,185,74,Cameroon,West Ham United,80,80,0,0,Right,3,Medium/Medium,Normal,,SUB
158626,Mathieu Debuchy,28,178,76,France,Arsenal,80,80,0,0,Right,3,High/Medium,Normal,,SUB
159147,Loïc Perrin,28,180,76,France,AS Saint-Étienne,80,80,0,0,Right,2,Medium/Medium,Normal,,SUB
163419,Bacary Sagna,31,176,72,France,Manchester City,80,80,0,0,Right,3,Medium/Medium,Normal,,SUB
167905,Luis Antonio Valencia Mosquera,28,181,78,Ecuador,Manchester United,80,80,0,0,Right,4,Medium/High,Normal,,SUB
171919,Ronaldo  Aparecido Rodrigues,31,198,89,Brazil,VfL Wolfsburg,80,80,0,0,Right,2,High/Medium,Lean,#Aerial Threat,RCB
177134,Demba Ba,29,189,85,Senegal,Beşiktaş JK,80,80,0,0,Right,3,High/Medium,Normal,#Strength,SUB
178007,Miguel Luís Pinto Veloso,28,180,78,Portugal,Portugal,80,80,0,0,Left,2,Medium/Medium,Normal,,
179847,Federico Julián Fazio,27,195,91,Argentina,Tottenham Hotspur,80,80,0,0,Right,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",SUB
183284,Aurélien Chedjou,29,184,86,Cameroon,Galatasaray SK,80,80,0,0,Right,2,Medium/High,Normal,,RCB
188791,Alberto Facundo Costa,29,176,75,Argentina,Spartak Moscow,80,80,0,0,Left,3,Medium/Medium,Normal,,SUB
192615,Marko Baša,31,189,86,Montenegro,LOSC Lille,80,80,0,0,Right,2,Medium/Medium,Normal,,LCB
196432,Enzo Pérez,28,177,77,Argentina,SL Benfica,80,80,0,0,Right,3,Medium/High,Normal,,CM
209097,Omar Luis Cardosa,30,188,84,Paraguay,Paraguay,80,80,0,0,Left,2,Medium/Medium,Normal,"#Poacher, #Distance Shooter, #FK Specialist, #Clinical Finisher",
186547,Mateo Pablo Musacchio,23,182,80,Argentina,Villarreal CF,79,85,0,0,Right,2,Medium/Medium,Lean,,RCB
188829,Nicolas N'Koulou,24,180,77,Cameroon,Olympique de Marseille,79,85,0,0,Right,2,Medium/Medium,Normal,,LCB
191180,Javier Matías Pastore,25,187,78,Argentina,Paris Saint-Germain,79,85,0,0,Right,4,Medium/Low,Lean,,SUB
193476,Rémy Cabella,24,172,66,France,Newcastle United,79,85,0,0,Right,4,High/Medium,Lean,,RM
198219,Lorenzo Insigne,23,163,59,Italy,Napoli,79,85,0,0,Right,3,Medium/Medium,Normal,#Acrobat,LAM
200454,Francisco Alcácer García,20,174,74,Spain,Valencia CF,79,85,0,0,Right,3,Medium/High,Normal,,ST
167812,Semih Kaya,23,182,66,Turkey,Galatasaray SK,79,84,0,0,Right,2,Medium/High,Lean,,LCB
170597,Tim Krul,26,193,83,Netherlands,Newcastle United,79,84,0,0,Left,1,Medium/Medium,Lean,,GK
177683,Yann Sommer,25,183,79,Switzerland,Borussia Mönchengladbach,79,84,0,0,Right,1,Medium/Medium,Normal,,GK
186148,Ron-Robert Zieler,25,188,83,Germany,Hannover 96,79,84,0,0,Right,1,Medium/Medium,Lean,,GK
187735,Alan Dzagoev,24,179,70,Russia,PFC CSKA Moscow,79,84,0,0,Right,4,Medium/Medium,Normal,,SUB
189125,Giacomo Bonaventura,24,180,75,Italy,Milan,79,84,0,0,Right,3,High/High,Lean,,LW
189690,Vicente Guaita Panadero,27,190,81,Spain,Getafe CF,79,84,0,0,Right,1,Medium/Medium,Normal,,GK
190584,Asier Illarramendi Andonegi,24,179,76,Spain,Real Madrid,79,84,0,0,Right,3,Medium/Medium,Normal,,SUB
190972,Eduardo Antonio Salvio,23,171,70,Argentina,SL Benfica,79,84,0,0,Right,4,High/Medium,Normal,,RM
191043,Alex Sandro Lobo Silva,23,180,78,Brazil,FC Porto,79,84,0,0,Left,3,High/Medium,Normal,,SUB
191740,Ander Herrera Agüera,24,182,73,Spain,Manchester United,79,84,0,0,Right,4,High/Medium,Lean,,RCM
193301,Alexandre Lacazette,23,175,73,France,Olympique Lyonnais,79,84,0,0,Right,4,High/Medium,Normal,#Dribbler,LS
194957,Phil Jones,22,183,71,England,Manchester United,79,84,0,0,Right,2,Medium/High,Normal,,SUB
200610,Kevin Volland,21,179,82,Germany,TSG 1899 Hoffenheim,79,84,0,0,Left,3,High/High,Normal,#Engine,RM
171018,Mario Suárez Mata,27,188,80,Spain,Atlético Madrid,79,83,0,0,Right,3,Medium/Medium,Normal,,SUB
176600,Kévin Gameiro,27,178,72,France,Sevilla FC,79,83,0,0,Right,3,Medium/Medium,Normal,,SUB
179605,Adel Taarabt,25,177,69,Morocco,Queens Park Rangers,79,83,0,0,Right,5,Medium/Low,Normal,,SUB
180216,Séamus Coleman,25,177,77,Republic of Ireland,Everton,79,83,0,0,Right,3,High/High,Normal,#Engine,RB
180819,Adam David Lallana,26,173,72,England,Liverpool,79,83,0,0,Right,4,High/Medium,Lean,,LM
183187,Valentin Stocker,25,179,72,Switzerland,Hertha BSC,79,83,0,0,Left,3,Medium/Medium,Normal,,SUB
184134,Fernando Francisco Reges,26,185,76,Brazil,Manchester City,79,83,0,0,Right,2,Medium/High,Normal,,SUB
184312,Jonathan Ludovic Biabiany,26,177,70,France,Parma,79,83,0,0,Right,3,High/Low,Normal,#Speedster,SUB
184344,Leonardo Bonucci,27,190,82,Italy,Juventus,79,83,0,0,Right,2,Medium/Medium,Lean,,CB
186832,Kwadwo Asamoah,25,178,78,Ghana,Juventus,79,83,0,0,Left,4,High/High,Stocky,#Engine,SUB
188253,James McCarthy,23,180,72,Republic of Ireland,Everton,79,83,0,0,Right,3,Medium/High,Normal,,RDM
190815,Daley Blind,24,180,72,Netherlands,Manchester United,79,83,0,0,Left,3,Medium/High,Normal,,CDM
193469,Víctor Ruíz Torre,25,184,80,Spain,Villarreal CF,79,83,0,0,Left,2,Medium/Medium,Normal,,LCB
197242,Grzegorz Krychowiak,24,186,85,Poland,Sevilla FC,79,83,0,0,Right,2,Medium/High,Normal,#Strength,LDM
198076,Aymen Abdennour,24,187,84,Tunisia,AS Monaco,79,83,0,0,Left,2,High/High,Stocky,#Strength,LCB
199416,Ibai Gómez Pérez,24,177,72,Spain,Athletic Club de Bilbao,79,83,0,0,Right,3,High/Medium,Normal,,SUB
202477,Gerard Deulofeu Lázaro,20,179,73,Spain,Sevilla FC,79,83,0,0,Right,4,High/Low,Normal,"#Speedster, #Dribbler, #Acrobat",SUB
204963,Daniel Carvajal Ramos,22,173,73,Spain,Real Madrid,79,83,0,0,Right,2,High/Medium,Stocky,,RB
167599,Rasmus Elm,26,184,75,Sweden,PFC CSKA Moscow,79,82,0,0,Right,3,High/Medium,Lean,#FK Specialist,SUB
169588,Jonny Evans,26,189,80,Northern Ireland,Manchester United,79,82,0,0,Right,2,Low/Medium,Lean,,RCB
171688,Fábio Alexandre da Silva Coentrão,26,179,70,Portugal,Real Madrid,79,82,0,0,Left,3,Medium/Medium,Lean,,SUB
178750,Sergio  Asenjo Andrés,25,182,84,Spain,Villarreal CF,79,82,0,0,Right,1,Medium/Medium,Normal,,GK
184432,César Azpilicueta Tanco,24,178,75,Spain,Chelsea,79,82,0,0,Right,3,Medium/Medium,Normal,,LB
185239,Ömer Toprak,24,186,83,Turkey,Bayer 04 Leverkusen,79,82,0,0,Right,2,Medium/Medium,Normal,,RCB
186569,Sven Ulreich,25,192,84,Germany,VfB Stuttgart,79,82,0,0,Right,1,Medium/Medium,Lean,,GK
188081,Alex Teixeira dos Santos,24,173,70,Brazil,Shakhtar Donetsk,79,82,0,0,Right,3,High/Medium,Normal,,CAM
188567,Pierre-Emerick Aubameyang,25,187,77,Gabon,Borussia Dortmund,79,82,0,0,Right,3,Medium/Low,Lean,#Speedster,SUB
193041,Keylor Navas,27,185,78,Costa Rica,Real Madrid,79,82,0,0,Right,1,Medium/Medium,Normal,,SUB
199987,Jasper Cillessen,25,188,82,Netherlands,Ajax,79,82,0,0,Right,1,Medium/Medium,Normal,,GK
201862,Faustino Marcos Alberto Rojo,24,186,82,Argentina,Manchester United,79,82,0,0,Left,2,Medium/Medium,Normal,,LB
156142,Roman Eremenko,27,180,67,Finland,PFC CSKA Moscow,79,81,0,0,Right,3,Medium/Medium,Normal,,CAM
178518,Radja Nainggolan,26,176,65,Belgium,Roma,79,81,0,0,Right,3,High/High,Normal,#Engine,LCM
182879,Balázs Dzsudzsák,27,179,72,Hungary,Dinamo Moscow,79,81,0,0,Left,4,Medium/Low,Lean,#Crosser,SUB
190547,Kamil Glik,26,190,80,Poland,Torino,79,81,0,0,Right,2,Low/Medium,Normal,,CB
190782,Sandro Ranieri Guimarães Cordeiro,25,187,75,Brazil,Queens Park Rangers,79,81,0,0,Right,3,Medium/High,Lean,,CDM
161754,Francisco Javier  García Fernández,27,185,80,Spain,Zenit St. Petersburg,79,80,0,0,Right,2,Medium/High,Normal,,LDM
176944,Marouane Fellaini-Bakkioui,26,194,85,Belgium,Manchester United,79,80,0,0,Right,3,Medium/Medium,Lean,"#Aerial Threat, #Strength",SUB
182495,Martín Cáceres,27,182,77,Uruguay,Juventus,79,80,0,0,Right,2,Medium/High,Lean,,RCB
189560,Vicente Iborra de la Fuente,26,195,88,Spain,Sevilla FC,79,80,0,0,Right,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",RDM
330,Robbie Keane,33,175,73,Republic of Ireland,LA Galaxy,79,79,0,0,Right,3,High/Low,Normal,,RS
4667,Morgan De Sanctis,37,190,82,Italy,Roma,79,79,0,0,Right,1,Medium/Medium,Normal,,GK
5471,Frank  Lampard,36,184,89,England,Manchester City,79,79,0,0,Right,3,Medium/Medium,Normal,,SUB
7289,Rio  Ferdinand,35,196,86,England,Queens Park Rangers,79,79,0,0,Right,2,Medium/Medium,Normal,#Aerial Threat,LCB
7743,Landon Donovan,32,173,73,United States,LA Galaxy,79,79,0,0,Right,3,Medium/Medium,Normal,,SUB
21146,Michael Carrick,32,188,74,England,Manchester United,79,79,0,0,Right,2,Low/Medium,Normal,,SUB
25420,Claudio Miguel Pizarro Bossio,35,184,84,Peru,FC Bayern München,79,79,0,0,Right,3,Medium/Medium,Normal,,SUB
48745,Fabricio Coloccini,32,184,83,Argentina,Newcastle United,79,79,0,0,Right,2,Medium/Medium,Normal,,LCB
50327,Steven Pienaar,32,170,66,South Africa,Everton,79,79,0,0,Right,4,High/Medium,Normal,#Acrobat,SUB
53914,Phil Jagielka,31,183,83,England,Everton,79,79,0,0,Right,2,Medium/High,Normal,,LCB
103935,Alberto Aquilani,29,186,77,Italy,Fiorentina,79,79,0,0,Right,2,High/Medium,Lean,,RCM
120312,Michael  Dawson,30,188,76,England,Hull City,79,79,0,0,Right,2,Medium/High,Normal,,RCB
134979,Martín Gastón Demichelis,33,184,78,Argentina,Manchester City,79,79,0,0,Right,2,Low/Medium,Normal,,LCB
135455,Maicon Douglas Sisenando,32,184,77,Brazil,Roma,79,79,0,0,Right,2,High/Medium,Normal,,RB
137677,Michel Vorm,30,182,87,Netherlands,Tottenham Hotspur,79,79,0,0,Right,1,Medium/Medium,Normal,,SUB
138726,Joleon Lescott,31,188,89,England,West Bromwich Albion,79,79,0,0,Left,2,Medium/Medium,Normal,,SUB
139062,Wilfredo Daniel Caballero,32,186,80,Argentina,Manchester City,79,79,0,0,Right,1,Medium/Medium,Normal,,SUB
139094,Helton da Silva Arruda,36,189,80,Brazil,FC Porto,79,79,0,0,Right,1,Medium/Medium,Lean,,SUB
139668,Federico Marchetti,31,188,82,Italy,Lazio,79,79,0,0,Left,1,Medium/Medium,Normal,,SUB
139997,Darijo Srna,32,178,72,Croatia,Shakhtar Donetsk,79,79,0,0,Right,3,High/High,Normal,#Crosser,RB
142780,Gonzalo Javier Rodríguez,30,182,79,Argentina,Fiorentina,79,79,0,0,Right,2,Medium/High,Normal,,RCB
143632,Volkan Demirel,32,191,90,Turkey,Fenerbahçe SK,79,79,0,0,Right,1,Medium/Medium,Stocky,,SUB
146482,Xabier Prieto Argarate,30,186,76,Spain,Real Sociedad,79,79,0,0,Right,3,Medium/Medium,Normal,,RW
146741,Álvaro Arbeloa Coca,31,184,79,Spain,Real Madrid,79,79,0,0,Right,2,Medium/Medium,Lean,,SUB
146760,Juan Francisco Torres Belén,29,180,72,Spain,Atlético Madrid,79,79,0,0,Right,3,High/Medium,Lean,,RB
148138,Ivica Olić,34,182,85,Croatia,VfL Wolfsburg,79,79,0,0,Left,3,High/High,Normal,#Engine,ST
148224,Raúl José Trindade Meireles,31,180,78,Portugal,Fenerbahçe SK,79,79,0,0,Right,3,Medium/Medium,Lean,,SUB
152747,Aaron  Lennon,27,165,63,England,Tottenham Hotspur,79,79,0,0,Right,3,High/Medium,Normal,"#Speedster, #Acrobat",SUB
157304,Thomas Vermaelen,28,182,75,Belgium,FC Barcelona,79,79,0,0,Left,2,High/Medium,Normal,,SUB
157960,Manuel Henrique Tavares Fernandes,28,175,69,Portugal,Lokomotiv Moscow,79,79,0,0,Right,3,Medium/Medium,Lean,,CAM
158810,Gökhan İnler,30,183,80,Switzerland,Napoli,79,79,0,0,Right,2,Medium/Medium,Normal,#Distance Shooter,LDM
161805,Valon Behrami,29,185,78,Switzerland,Hamburger SV,79,79,0,0,Right,2,Medium/High,Normal,,RDM
162369,Vedad Ibišević,29,188,82,Bosnia Herzegovina,VfB Stuttgart,79,79,0,0,Right,3,Medium/Low,Normal,#Poacher,ST
163418,Younès Kaboul,28,191,87,France,Tottenham Hotspur,79,79,0,0,Right,2,High/Medium,Normal,#Strength,RCB
163711,Lassana Diarra,29,173,73,France,Lokomotiv Moscow,79,79,0,0,Right,2,Medium/High,Normal,,SUB
163824,Ashley Williams,29,181,91,Wales,Swansea City,79,79,0,0,Right,2,Medium/High,Stocky,#Strength,LCB
167614,Roman Shirokov,32,187,83,Russia,Spartak Moscow,79,79,0,0,Right,2,High/Medium,Lean,,SUB
168585,Ron Vlaar,29,189,79,Netherlands,Aston Villa,79,79,0,0,Right,2,Medium/High,Stocky,#Strength,SUB
169051,Fredy Alejandro Guarín Vásquez,28,183,77,Colombia,Inter,79,79,0,0,Right,4,High/Medium,Normal,#Distance Shooter,SUB
170664,Cristian Gabriel Rodríguez Barrotti,28,178,81,Uruguay,Atlético Madrid,79,79,0,0,Left,3,High/Medium,Stocky,,SUB
171579,Raúl García Escudero,27,184,81,Spain,Atlético Madrid,79,79,0,0,Right,2,Medium/Medium,Normal,,SUB
172294,Mikel González de Martín Martínez,28,190,79,Spain,Real Sociedad,79,79,0,0,Right,2,High/Medium,Normal,,RCB
176266,Lucas  Pezzini Leiva,27,179,73,Brazil,Liverpool,79,79,0,0,Right,2,Low/High,Normal,,SUB
176619,Gustavo Adrián Ramos Vásquez,28,186,81,Colombia,Borussia Dortmund,79,79,0,0,Right,3,High/Medium,Lean,,SUB
176769,Jonas Gonçalves Oliveira,30,181,73,Brazil,SL Benfica,79,79,0,0,Right,3,High/Medium,Lean,,SUB
178509,Olivier Giroud,27,192,88,France,Arsenal,79,79,0,0,Left,2,Medium/Medium,Normal,#Strength,SUB
179752,Oscar René Cardozo Marín,31,193,87,Paraguay,Trabzonspor,79,79,0,0,Left,2,Medium/Low,Normal,"#Poacher, #Clinical Finisher",SUB
179875,Dame N'Doye,29,186,81,Senegal,Lokomotiv Moscow,79,79,0,0,Right,3,High/High,Normal,,ST
181786,Vedran Ćorluka,28,192,84,Croatia,Lokomotiv Moscow,79,79,0,0,Right,3,Medium/Medium,Normal,,RCB
184120,Bruno  Soriano Llido,30,184,74,Spain,Villarreal CF,79,79,0,0,Left,3,Medium/High,Normal,,LCM
186581,本田 圭佑,28,182,76,Japan,Milan,79,79,0,0,Left,3,Medium/Low,Normal,,RW
206407,João Pedro da Silva Pereira,30,172,64,Portugal,Valencia CF,79,79,0,0,Right,3,High/Medium,Normal,,SUB
202556,Memphis Depay,20,176,78,Netherlands,PSV,78,88,0,0,Right,5,High/Medium,Normal,"#Speedster, #Dribbler",LW
212125,Lazar  Marković,20,175,65,Serbia,Liverpool,78,87,0,0,Right,4,High/Medium,Lean,"#Speedster, #Dribbler, #Acrobat",RM
198784,Alex Oxlade-Chamberlain,20,175,70,England,Arsenal,78,86,0,0,Right,4,High/Medium,Normal,,SUB
199189,Ross Barkley,20,189,76,England,Everton,78,86,0,0,Right,3,Medium/Medium,Normal,,SUB
207865,Marcos  Aoás Corrêa,20,183,75,Brazil,Paris Saint-Germain,78,86,0,0,Right,2,Medium/Medium,Lean,,SUB
210513,Juan Fernando Quintero,21,169,64,Colombia,FC Porto,78,86,0,0,Left,4,Medium/Low,Stocky,,LW
207566,William Silva de Carvalho,22,187,87,Portugal,Sporting CP,78,85,0,0,Right,3,Medium/High,Normal,#Strength,CDM
170368,Erik Lamela,22,183,70,Argentina,Tottenham Hotspur,78,84,0,0,Left,4,High/Medium,Lean,,RM
184477,Kyriakos Papadopoulos,22,183,85,Greece,Bayer 04 Leverkusen,78,84,0,0,Right,2,Low/High,Stocky,#Strength,SUB
199074,Lacina Traoré,24,203,87,Ivory Coast,AS Monaco,78,84,0,0,Left,3,High/Low,Lean,"#Aerial Threat, #Strength",SUB
